# new DOI queue (mechanistic) generated at 2026-05-17T12:39:08.328728+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.21203/rs.3.rs-6707681/v1,Psilocybin,TrkB (NTRK2),The role of BDNF/TrkB Signalling in Somatostatin Neurons in Cocaine-Seeking Behaviour,2025,Eero Ċastrén; Giuliano Didio; Patrycja Klimczak; Henriikka Hovi; Ella Porra; Cem Karakus; Raz Balin; Teemu Aitta‐aho; Juzoh Umemori
10.33545/26647591.2025.v7.i2b.150,LSD,D1 receptor (DRD1),The role of dopamine and norepinephrine in CNS stimulant activity: A neuropharmacological review,2025,Amritha GS; Farhin Tamanna Choudhury; Keshava Murthy SG
10.1101/2025.05.02.651918,LSD,DAT (SLC6A3),Transient Suppression of Dopamine Transporter Palmitoylation by Methamphetamine: Implications for Transport Regulation,2025,Moriah J. Hovde; Danielle E. Bolland; Corey D. Kleinsasser; Madhur Shetty; Aaron C. Blackwell; Mikhail Y. Golovko; Svetlana A. Golovko; Christopher R. Brown; James D. Foster; Roxanne A. Vaughan
10.54033/cadpedv22n12-345,Psilocybin,5-HT1D,Use of psilocybin for chronic pain: a scoping review with current evidence and prospection of literature and technology for future applications,2025,André Leão Dantas; Lara Moreira Jalles Milani; Saulo Gabriel Moreira Falci; João Américo da Silveira; Cristina Pereira Isolan; Lia Dietrich
10.1038/s41467-024-49442-3,LSD,D1 receptor (DRD1),A chemogenetic approach for dopamine imaging with tunable sensitivity,2024,Marie A. Labouesse; Maria Wilhelm; Zacharoula Kagiampaki; Andrew G. Yee; Raphaëlle Denis; Masaya Harada; Andrea Gresch; A Marinescu; Kanako Otomo; Sebastiano Curreli
10.3389/fphar.2024.1401599,DMT,SERT (SLC6A4),Advancing drug discovery through assay development: a survey of tool compounds within the human solute carrier superfamily,2024,Daniela Digles; Álvaro Inglés‐Prieto; Vojtech Dvorak; Tamara A. M. Mocking; Ulrich Goldmann; Andrea Garofoli; Evert Homan; Alberto di Silvio; Lucia Azzollini; Francesca Sassone
10.1016/j.celrep.2024.114509,LSD,M5 muscarinic receptor (CHRM5),An atlas of GPCRs in dopamine neurons: Identification of the free fatty acid receptor 4 as a regulator of food and water intake,2024,Mia Apuschkin; Hayley Burm; Jan Hendrik Schmidt; Louise J. Skov; Rita C. Andersen; Carl-Fredrik Bowin; Jonatan Fullerton Støier; Kathrine L. Jensen; Leonie P. Posselt; Oksana Dmytriyeva
10.1038/s41598-024-61012-7,LSD,5-HT1F,Antioxidant and anti-inflammatory function of Eupatorium adenophora Spreng leaves (EASL) on human intestinal Caco-2 cells treated with tert-butyl hydroperoxide,2024,Zhengqiang Li; Jun Ni; Xinyu Zhu; Zhang Chao-zhi; Rui An; Yang Xu; She Rong; Yang Xiao-yan
10.1111/ics.13005,LSD,M1 muscarinic receptor (CHRM1),Anti‐ageing mechanism of topical bioactive ingredient composition on skin based on network pharmacology,2024,Wang Feifei; Su Wenrou; Sun Jinyue; Du Qiaochu; Jingjing Li; Jin Liu; Junxiang Li; Xuhui Li; Lin Xiao; He Congfen
10.3390/biom14091065,LSD,CB1 receptor (CNR1),Cannabis sativa L. Extract Alleviates Neuropathic Pain and Modulates CB1 and CB2 Receptor Expression in Rat,2024,Joanna Bartkowiak-Wieczorek; Agnieszka Bienert; Kamila Czora-Poczwardowska; Radosław Kujawski; Michał Szulc; Przemysław Ł. Mikołajczak; Anna-Maria Wizner; Małgorzata Jamka; Marcin Hołysz; Karolina Wielgus
10.3390/metabo14060340,LSD,Beta2 adrenergic receptor (ADRB2),"Daily Eicosapentaenoic Acid Infusion in IUGR Fetal Lambs Reduced Systemic Inflammation, Increased Muscle ADRβ2 Content, and Improved Myoblast Function and Muscle Growth",2024,Haley N Beer; Taylor A Lacey; Rachel L Gibbs; Micah S Most; Zena M Hicks; Pablo C Grijalva; Eileen S. Marks-Nelson; Ty B Schmidt; Jessica L. Petersen; Dustin T Yates
10.3390/metabo14030156,LSD,Beta2 adrenergic receptor (ADRB2),"Daily Injection of the β2 Adrenergic Agonist Clenbuterol Improved Muscle Glucose Metabolism, Glucose-Stimulated Insulin Secretion, and Hyperlipidemia in Juvenile Lambs Following Heat-Stress-Induced Intrauterine Growth Restriction",2024,Rachel L Gibbs; James A. Wilson; Rebecca M Swanson; Joslyn K Beard; Zena M Hicks; Haley N Beer; Eileen S. Marks-Nelson; Ty B Schmidt; Jessica L. Petersen; Dustin T Yates
10.1016/j.isci.2024.111526,LSD,NET (SLC6A2),De novo generation of dual-target compounds using artificial intelligence,2024,K. Yasuda; Francois Berenger; Kazuma Amaike; Ayaka Ueda; Tomoya Nakagomi; Genki Hamasaki; Chen Li; Noriko Otani; Kazuma Kaitoh; Koji Tsuda
10.1371/journal.pone.0304068,DMT,delta opioid receptor (OPRD1),Descriptive molecular pharmacology of the δ opioid receptor (DOR): A computational study with structural approach,2024,Guillermo Goode‐Romero; Laura Domı́nguez
10.1002/iid3.1176,LSD,Beta2 adrenergic receptor (ADRB2),Dexmedetomidine activates the PKA/CREB pathway and inhibits proinflammatory factor expression through β2 adrenergic receptors,2024,Bao-cheng Zhang; Jie Shen
10.1126/science.adk6742,Psilocybin,D1 receptor (DRD1),Drugs of abuse hijack a mesolimbic pathway that processes homeostatic need,2024,Bowen Tan; Caleb J. Browne; Tobias Nöbauer; Alipasha Vaziri; Jeffrey M. Friedman; Eric J. Nestler
10.1371/journal.pbio.3002822,Psilocin,5-HT7,Experience-dependent serotonergic signaling in glia regulates targeted synapse elimination,2024,Vanessa Kay Miller; Kendal Broadie
10.20944/preprints202408.0829.v1,Mescaline,5-HT1B,Exploring Phytochemical Therapies for Long COVID: A Computational Docking Study of Phytochemicals with GPCR Targets,2024,P. Russell Aaron; Suresh Kumar
10.1128/iai.00020-24,DMT,CB1 receptor (CNR1),Exploring the versatile roles of the endocannabinoid system and phytocannabinoids in modulating bacterial infections,2024,Hailey Barker; Mariola J. Ferraro
10.1038/s41467-024-54054-y,LSD,mu opioid receptor (OPRM1),FLT3 signaling inhibition abrogates opioid tolerance and hyperalgesia while preserving analgesia,2024,Antoine Jouvenel; Adrien Tassou; Maxime Thouaye; Jérôme Ruel; Myriam Antri; Jean-Philippe Leyris; Aurore Giraudin; Sylvie Mallié; Chamroeum Sar; Lucie Diouloufet
10.1101/2024.04.15.589637,LSD,D1 receptor (DRD1),Functionally selective dopamine D1 receptor endocytosis and signaling by catechol and non-catechol agonists,2024,Ashley N. Nilson; Daniel E. Felsing; Pingyuan Wang; Manish K. Jain; Jia Zhou; John Allen
10.3390/ijms252011136,LSD,mu opioid receptor (OPRM1),Glycine Transporter 1 Inhibitors Minimize the Analgesic Tolerance to Morphine,2024,Anna Rita Galambos; Nariman Essmat; Péter P. Lakatos; Edina Szűcs; Imre Boldizsár; Sarah Kadhim Abbood; Dávid Árpád Karádi; Judit Mária Kirchlechner-Farkas; Kornél Király; Sándor Benyhe
10.21203/rs.3.rs-5328229/v1,Psilocybin,Beta1 adrenergic receptor (ADRB1),Impact of noradrenergic inhibition on neuroinflammation and pathophysiology in mouse models of Alzheimer's disease.,2024,Andrew K. Evans; Heui Hye Park; Claire E. Woods; Rachel Lam; Daniel Ryskamp Rijsketic; Christine Xu; Emily K. Chu; Peter Ciari; Sarah E. Blumenfeld; Laura Vidano
10.1186/s12974-024-03306-1,Psilocybin,Beta1 adrenergic receptor (ADRB1),Impact of noradrenergic inhibition on neuroinflammation and pathophysiology in mouse models of Alzheimer’s disease,2024,Andrew K. Evans; Heui Hye Park; Claire E. Woods; Rachel Lam; Daniel Ryskamp Rijsketic; Christine Xu; Emily K. Chu; Peter Ciari; Sarah E. Blumenfeld; Laura Vidano
10.1124/jpet.123.002060,LSD,H1 receptor (HRH1),Initial Characterization of a Transgenic Mouse with Overexpression of the Human H1-Histamine Receptor on the Heart,2024,Lina Maria Rayo Abella; Hannes Jacob; Max Keller; Lisa Schindler; Steffen Pockes; Sebastian Pitzl; Ján Klimas; Katarína Hadová; Sarah Schneider; Igor Buchwalow
10.3390/ijms252111398,LSD,CB1 receptor (CNR1),Interaction Between Peroxisome Proliferator-Activated Receptors and Cannabidiol in the Gut of Chickens Applied to Different Challenge Conditions,2024,Dominika Szkopek; Marta Mendel; Misza Kinsner; Bartosz Fotschki; Jerzy Juśkiewicz; Krzysztof Kozłowski; Paulius Matusevičius; Paweł Konieczka
10.20944/preprints202409.1954.v1,LSD,CB1 receptor (CNR1),Interaction between Peroxisome Proliferator-Activated Receptors and Cannabidiol in the Gut of Chickens Applied to Different Challenge Conditions,2024,Dominika Szkopek; Marta Mendel; Misza Kinsner; Bartosz Fotschki; Jerzy Juśkiewicz; Krzysztof Kozłowski; Paulius Matusevičius; Paweł Konieczka
10.1038/s41598-024-82913-7,LSD,D4 receptor (DRD4),Intervention effect of regulating GABA-A receptor activity on the formation of experimental abdominal aortic aneurysm in rats,2024,Junxing Zhu; Can Zhou; Lu-Zhe Huang; Jianwei Guo; N. Yin; Fang Yang; Yi Zhang; Ying Yang
10.1556/2054.2024.00343,Psilocybin,SERT (SLC6A4),"Ketamine and epigenetic processes in depression, intersection between serotonergic and glutamatergic pathways",2024,Arghavan Nepton; Hesam Farahani; Monnica T. Williams; Linda Booij; Sonya C. Faber
10.21203/rs.3.rs-4138963/v1,LSD,CB1 receptor (CNR1),Lipolysis pathways modulate endocannabinoid biosynthesis and signaling networks in dairy cows’ adipocytes,2024,Madison N. Myers; Miguel Chirivi; J.C. Gandy; Joseph Tam; Maya Zachut; G. Andres Contreras
10.1186/s40104-024-01062-z,LSD,CB1 receptor (CNR1),Lipolysis pathways modulate lipid mediator release and endocannabinoid system signaling in dairy cows’ adipocytes,2024,Madison N. Myers; Miguel Chirivi; J.C. Gandy; Joseph Tam; Maya Zachut; G. Andres Contreras
10.2147/ndt.s479757,DMT,AMPA receptor,Mechanisms of Neurotoxicity of Organophosphate Pesticides and Their Relation to Neurological Disorders,2024,Yixin Chen; Zhuo Yang; Bin Nian; Chenglin Yu; Dilimulat Maimaiti; Min Chai; Xinran Yang; Xiuxian Zang; Dahai Xu
10.1038/s12276-024-01299-8,Mescaline,D1 receptor (DRD1),Mesocorticolimbic circuit mechanisms of social dominance behavior,2024,Tae-Yong Choi; Se‐Jin Jeong; Ja Wook Koo
10.1002/advs.202410728,LSD,D1 receptor (DRD1),Neuroligin 1 Regulates Autistic‐Like Repetitive Behavior through Modulating the Activity of Striatal D2 Receptor‐Expressing Medium Spiny Neurons,2024,Dandan Lv; An Liu; Ziyue Yi; Mingdao Mu; Miao Wu; Xingcan Li; Kun Cao; Ruining Liu; Zhengping Jia; Junhai Han
10.3390/ijms25168887,Mescaline,5-HT2B,Opposite Contractile Effects of Amphetamine-Related Hallucinogenic Drugs in the Isolated Human Atrium,2024,Joachim Neumann; Britt Hofmann; Ulrich Gergs
10.1101/2024.03.22.586171,LSD,NET (SLC6A2),Palmitoylation regulates norepinephrine transporter trafficking and expression and is potentially involved in the pathogenesis of postural orthostatic tachycardia syndrome,2024,Christopher R. Brown; James D. Foster
10.3390/ijms25073805,DMT,CB1 receptor (CNR1),Possible Role of Cannabis in the Management of Neuroinflammation in Patients with Post-COVID Condition,2024,Noemí Cárdenas‐Rodríguez; Iván Ignacio‐Mejía; José Correa‐Basurto; Humberto Carrasco-Vargas; Marco Antonio Vargas-Hernández; Exal Manuel Albores-Méndez; Rodolfo David Mayen-Quinto; Reynita De La Paz-Valente; Cindy Bandala
10.1016/j.isci.2024.110032,LSD,mu opioid receptor (OPRM1),Predicting therapeutic and side effects from drug binding affinities to human proteome structures,2024,Ryusuke Sawada; Yuko Sakajiri; Tomokazu Shibata; Yoshihiro Yamanishi
10.1186/s13024-024-00770-4,LSD,DAT (SLC6A3),Repetitive transcranial magnetic stimulation alleviates motor impairment in Parkinson’s disease: association with peripheral inflammatory regulatory T-cells and SYT6,2024,Fen Xie; Bibiao Shen; Yuqi Luo; Hang Zhou; Zhenchao Xie; Shuzhen Zhu; Xiaobo Wei; Zihan Chang; Zhaohua Zhu; Changhai Ding
10.1002/brb3.70121,LSD,DAT (SLC6A3),Rhynchophylline Alleviates Hyperactivity and Cognitive Flexibility Impairment Associated With Inhibition of Inflammatory Responses in Mice That Partly Lack the Dopamine Transporter Protein,2024,Jijun Li; Bojun Chen; Zaiwang Li; Yi Wang; Ian L. Alberts; Kexing Sun; Xiaohong Li
10.3390/ijms252212315,LSD,Sigma-2 receptor (TMEM97),"Roscovitine, a CDK Inhibitor, Reduced Neuronal Toxicity of mHTT by Targeting HTT Phosphorylation at S1181 and S1201 In Vitro",2024,Hongshuai Liu; Ainsley McCollum; Asvini Krishnaprakash; Yuxiao Ouyang; Tianze Shi; Tamara Ratovitski; Mali Jiang; Wenzhen Duan; Christopher A. Ross; Jing Jin
10.1186/s12967-024-06020-x,LSD,D1 receptor (DRD1),Taltirelin induces TH expression by regulating TRHR and RARα in medium spiny neurons,2024,Kedong Zhu; Lanxia Meng; Jiaying Luo; Tingting Wen; Dan Liang; Zhihao Wang; Xuebing Cao; Zhaohui Zhang; Guiqin Chen
10.1038/s42003-024-07040-5,DMT,CB1 receptor (CNR1),Thalamo-cortical neural mechanism of sodium salicylate-induced hyperacusis and anxiety-like behaviors,2024,J. C. Chen; Xueru Wang; Zijie Li; Hui Yuan; Xuejiao Wang; Yang Yun; Xu Wu; Pingting Yang; Ling Qin
10.1038/s41380-024-02623-4,LSD,D1 receptor (DRD1),The ion channel TRPA1 is a modulator of the cocaine reward circuit in the nucleus accumbens,2024,Young-Jung Kim; Su Jeong Choi; Sa‐Ik Hong; Jung-Cheol Park; Youyoung Lee; Shi-Xun Ma; Kwang‐Hyun Hur; Young S. Lee; Kyeong-Man Kim; Hyung Kyu Kim
10.26685/urncst.644,Psilocin,AMPA receptor,Usage of Psilocybin to Treat Huntington's Disease: A Research Protocol,2024,Cynthia Duan; Navid Farkhondehpay; Viana Safa; Emma Yuan
10.3390/toxins16120533,DMT,M3 muscarinic receptor (CHRM3),Veratridine Induces Vasorelaxation in Mouse Cecocolic Mesenteric Arteries,2024,Joohee Park; Christina Sahyoun; Jacinthe Frangieh; Léa Réthoré; C Proux; Linda Grimaud; Emilie Vessières; Jennifer Bourreau; César Mattei; Daniel Henrion
10.1186/s12944-023-01823-1,LSD,CB1 receptor (CNR1),Altered endocannabinoidome bioactive lipid levels accompany reduced DNBS-induced colonic inflammation in germ-free mice,2023,Tommaso Venneri; Giada Giorgini; Nadine Leblanc; Nicolas Flamand; Francesca Borrelli; Cristoforo Silvestri; Vincenzo Di Marzo
10.3390/biomedicines11010123,Psilocybin,NMDA receptor,Antipsychotic Drugs Efficacy in Dextromethorphan-Induced Psychosis,2023,M Zaremba; Pawel Serafin; Patrycja Kleczkowska
10.3390/ijms24021083,LSD,CB1 receptor (CNR1),Application of In Vitro Models for Studying the Mechanisms Underlying the Obesogenic Action of Endocrine-Disrupting Chemicals (EDCs) as Food Contaminants—A Review,2023,Monika Kowalczyk; Jakub P. Piwowarski; Artur Wardaszka; Paulina Średnicka; Michał Wójcicki; Edyta Juszczuk‐Kubiak
10.1007/s00213-023-06347-1,LSD,D2 receptor (DRD2),"Behavioural effects of APH199, a selective dopamine D4 receptor agonist, in animal models",2023,Daria Chestnykh; Fabian Graßl; Canice Pfeifer; Jonas Dülk; Chiara Ebner; Mona Walters; Stephan von Hörsten; Johannes Kornhuber; Liubov S. Kalinichenko; Markus R. Heinrich
10.26153/tsw/62992,LSD,D1 receptor (DRD1),Brain region and cell-type specific gene expression in alcohol consumption and dependence,2023,Geoffrey Austin Dilly
10.1016/j.lfs.2023.121878,LSD,CB1 receptor (CNR1),"Cannabinoid mechanisms contribute to the therapeutic efficacy of the kratom alkaloid mitragynine against neuropathic, but not inflammatory pain",2023,Daniel Farkas; Saadet Inan; Laila N. Heydari; Clare T. Johnson; Pingwei Zhao; Heather B. Bradshaw; Sara Jane Ward; Scott M. Rawls
10.3390/ijms24010823,DMT,Sigma-1 receptor (SIGMAR1),Chaperone-Dependent Mechanisms as a Pharmacological Target for Neuroprotection,2023,М. В. Воронин; Elena Abramova; Ekaterina R. Verbovaya; Yulia V. Vakhitova; С. Б. Середенин
10.21203/rs.3.rs-2855251/v1,LSD,D1 receptor (DRD1),D1R-PKA signaling activation in PFC mediated by GDNF facilitates depression remission in Parkinson's disease,2023,Yehao Liu; Xiaoyu Zhou; Ke Xue; Ruiao Sun; Yan Tang; Chuanxi Tang
10.1021/acschemneuro.3c00206,DMT,Sigma-1 receptor (SIGMAR1),Development of a Novel σ<sub>1</sub> Receptor Biosensor Based on Its Heterodimerization with Binding Immunoglobulin Protein in Living Cells,2023,Xavier Morató; Víctor Fernández‐Dueñas; Pilar Pérez-Villamor; Marta Valle-León; José Miguel Vela; Manuel Merlos; Javier Burgueño; Francisco Ciruela
10.1101/2023.09.03.556059,Psilocybin,D2 receptor (DRD2),Drugs of abuse hijack a mesolimbic pathway that processes homeostatic need,2023,Bowen Tan; Caleb J. Browne; Tobias Nöbauer; Alipasha Vaziri; Jeffrey M. Friedman; Eric J. Nestler
10.1038/s41398-023-02663-4,Psilocybin,5-HT7,Electroacupuncture modulates glutamate neurotransmission to alleviate PTSD-like behaviors in a PTSD animal model,2023,Mudan Cai; Hee Ra Park; Eun Jin Yang
10.1038/s41467-023-43475-w,LSD,M3 muscarinic receptor (CHRM3),"Epilepsy-linked kinase CDKL5 phosphorylates voltage-gated calcium channel Cav2.3, altering inactivation kinetics and neuronal excitability",2023,Marisol Sampedro Castañeda; Lucas L. Baltussen; André T. Lopes; Yichen Qiu; Liina Sirvio; Simeon R. Mihaylov; Suzanne Claxton; Jill Richardson; Gabriele Lignani; Sila K. Ultanir
10.1016/j.jlr.2023.100396,LSD,TrkB (NTRK2),"Geranylgeranoic acid, a bioactive and endogenous fatty acid in mammals: a review",2023,Yoshihiro Shidoji
10.21203/rs.3.rs-2820955/v1,LSD,SERT (SLC6A4),Human clostridia improve visceral hypersensitivity in stressed mice through upregulation of 5-HT4,2023,Yaodong Xiao; Bei Miao; Bowen Li; Li Li; Yanchao Zhao; Cheng Zhang; Sujuan Fei
10.21203/rs.3.rs-2746941/v1,LSD,SERT (SLC6A4),Human clostridia improve visceral hypersensitivity in stressed mice through upregulation of 5-hydroxytryptamine 4,2023,Yaodong Xiao; Bei Miao; Bowen Li; Li Li; Sujuan Fei; Yanchao Zhao
10.31083/j.fbl2801001,LSD,5-HT1E,Mast Cell-Associated Serotonin in Acupoint Contributes to Acupuncture Analgesia in Arthritis Rats by Mediating ATP Release,2023,Bingrong Li; Yujia Li; Jingwen Xu; Meng Huang; Lina Wang; Di Zhang; Xueyong Shen; Guanghong Ding
10.1371/journal.pone.0287858,LSD,M2 muscarinic receptor (CHRM2),Metamorphic gene regulation programs in Xenopus tropicalis tadpole brain,2023,Samhitha Raj; Christopher J. Sifuentes; Yasuhiro Kyono; Robert J. Denver
10.1126/science.adh1859,LSD,Beta2 adrenergic receptor (ADRB2),Molecular determinants of ligand efficacy and potency in GPCR signaling,2023,Franziska M. Heydenreich; Maria Martí-Solano; Manbir Sandhu; Brian K. Kobilka; Michel Bouvier; M. Madan Babu
10.1007/s10571-023-01438-1,LSD,TrkB (NTRK2),Mutation in the TRKB Cholesterol Recognition Site that blocks Antidepressant Binding does not Influence the Basal or BDNF-Stimulated Activation of TRKB,2023,Caroline Biojone; Cecilia Cannarozzo; Nina Seiffert; Cassiano R.A.F. Diniz; Cecilia A. Brunello; Eero Ċastrén; Plínio Casarotto
10.3389/fphar.2023.1230053,DMT,mu opioid receptor (OPRM1),"Nitro-benzylideneoxymorphone, a bifunctional mu and delta opioid receptor ligand with high mu opioid receptor efficacy",2023,Keith M. Olson; Andrea L. Devereaux; Payal Chatterjee; Savanah L. Saldaña-Shumaker; Amanda M. Shafer; A. A. Plotkin; Ram Kandasamy; Alexander D. MacKerell; John R. Traynor; Christopher W. Cunningham
10.1101/2023.04.17.537256,DMT,TrkB (NTRK2),PI3K/mTOR is a therapeutically targetable genetic dependency in diffuse intrinsic pontine glioma,2023,Ryan J. Duchatel; Evangeline R. Jackson; Sarah Parackal; Claire Sun; Paul Daniel; Abdul Mannan; Izac J. Findlay; Dilana E. Staudt; Zacary P. Germon; Sandra Laternser
10.1073/pnas.2114204120,LSD,5-HT2B,Persistent binding at dopamine transporters determines sustained psychostimulant effects,2023,Marco Niello; Spyridon Sideromenos; Ralph Gradisch; Ronan O ́Shea; Jakob Schwazer; Julian Maier; Nina Kastner; Walter Sandtner; Kathrin Jäntsch; Carl R. Lupica
10.1097/md.0000000000033154,LSD,TrkB (NTRK2),"Proceedings of the 26th Annual Meeting of the Portuguese Society of Human Genetics (SPGH – Sociedade Portuguesa de Genética Humana) Coimbra, 17–19 November 2022",2023,
10.3138/jmvfh-2022-0084,5-MeO-DMT,5-HT2B,Psychedelic and nutraceutical interventions as therapeutic strategies for military-related mild traumatic brain injuries,2023,Amy C. Reichelt; Eric Vermetten; Benjamin T. Dunkley
10.3389/fnmol.2023.1207007,DMT,M1 muscarinic receptor (CHRM1),Remyelination in animal models of multiple sclerosis: finding the elusive grail of regeneration,2023,Davin Packer; Emily E. Fresenko; Colleen T. Harrington
10.1016/j.nbd.2023.106034,LSD,D1 receptor (DRD1),Role of CB2 cannabinoid receptor in the development of food addiction in male mice,2023,Alejandra García‐Blanco; Angela Ramírez‐López; Francisco Navarrete; María S. García‐Gutiérrez; Jorge Manzanares; Elena Martín‐García; Rafaël Maldonado
10.3390/ijms241612598,LSD,CB1 receptor (CNR1),Sex-Dependent Altered Expression of Cannabinoid Signaling in Hippocampal Astrocytes of the Triple Transgenic Mouse Model of Alzheimer’s Disease: Implications for Controlling Astroglial Activity,2023,Beatriz Pacheco-Sánchez; Rubén Tovar; Meriem Ben Rabaa; Lourdes Sánchez‐Salido; Antonio Vargas; Juan Suárez; Fernando Rodrı́guez de Fonseca; Patricia Rivera
10.1101/2023.10.05.561100,LSD,5-HT1E,Structural Insights into the Unexpected Agonism of Tetracyclic Antidepressants at Serotonin Receptors 5-HT <sub>1e</sub> R and 5-HT <sub>1F</sub> R,2023,Gregory Zilberg; Alexandra Kalia Parpounas; Audrey L. Warren; Bianca Fiorillo; Davide Provasi; Marta Filizola; Daniel Wacker
10.21203/rs.3.rs-2317441/v1,LSD,mGluR2 (GRM2),"Synergistic, long-term effects of glutamate dehydrogenase 1 deficiency and mild stress on cognitive function and mPFC gene and miRNA expression",2023,Inna Gaisler‐Salomon; Kfir Asraf; Hiba Zaidan; Baylasan Natoor
10.5505/turkhijyen.2023.10734,DMT,mu opioid receptor (OPRM1),TBHEB 2023-3 Vol 80 Full Printed Journal,2023,Utku ERCÖMERT
10.1016/j.molmet.2023.101764,LSD,D1 receptor (DRD1),The gut-brain axis mediates bacterial driven modulation of reward signaling,2023,Jiyoung S. Kim; Kevin Williams; Rebecca Kirkland; Ruth Schade; Kimberly G. Freeman; Carolina R. Cawthon; Allison W. Rautmann; Jessica M. Smith; Gaylen L. Edwards; Travis C. Glenn
10.1038/s41467-022-30081-5,LSD,5-HT1D,Activation and allosteric regulation of the orphan GPR88-Gi1 signaling complex,2022,Geng Chen; Jun Xu; Asuka Inoue; Maximilian F. Schmidt; Chen Bai; Qiuyuan Lu; Peter Gmeiner; Zheng Liu; Yang Du
10.1038/s41380-022-01708-2,5-MeO-DMT,NMDA receptor,Advancing preclinical models of psychiatric disorders with human brain organoid cultures,2022,T. A. Dixon; Alysson R. Muotri
10.3390/molecules27061763,DMT,CB1 receptor (CNR1),"Botanically-Derived Δ9-Tetrahydrocannabinol and Cannabidiol, and Their 1:1 Combination, Modulate Toll-like Receptor 3 and 4 Signalling in Immune Cells from People with Multiple Sclerosis",2022,John-Mark Fitzpatrick; Becky Hackett; Lisa Costelloe; William Hind; Eric J. Downer
10.1016/j.biopsych.2022.05.030,DMT,5-HT5A,Contribution of the Opioid System to the Antidepressant Effects of Fluoxetine,2022,Elena Carazo-Arias; Phi T. Nguyen; Marley D. Kass; Hyun Jung Jee; Katherine M. Nautiyal; Valerie Magalong; Lilian Coie; Valentine Andreu; Mark M. Gergues; Huzefa Khalil
10.1038/s41467-021-27911-3,LSD,D2 receptor (DRD2),Crystal structure of the α1B-adrenergic receptor reveals molecular determinants of selective ligand recognition,2022,Mattia Deluigi; Lena Morstein; Matthias Schuster; Christoph Klenk; Lisa Merklinger; Riley R. Cridge; Lazarus A. de Zhang; Alexander Klipp; Santiago Vacca; Tasneem M. Vaid
10.3390/ijms231911087,DMT,TAAR1,Dual Effect of Tryptamine on Prostate Cancer Cell Growth Regulation: A Pilot Study,2022,Zhuangzhuang Li; Baoyan Ding; Mustafa R. K. Ali; Li‐Zhen Zhao; Xiaoling Zang; Zhihua Lv
10.3390/cells11111826,DMT,5-HT7,Dysfunctional Heteroreceptor Complexes as Novel Targets for the Treatment of Major Depressive and Anxiety Disorders,2022,Miguel Pérez de la Mora; Dasiel O. Borroto‐Escuela; Minerva Crespo‐Ramírez; José del Carmen Rejón-Orantes; Daniel Alejandro Palacios-Lagunas; Magda K. Martínez-Mata; Daniela Sánchez-Luna; Emiliano Tesoro-Cruz; Kjell Fuxé
10.3390/biom12010108,LSD,CB1 receptor (CNR1),Early Blockade of CB1 Receptors Ameliorates Schizophrenia-like Alterations in the Neurodevelopmental MAM Model of Schizophrenia,2022,Tibor Štark; Fabio Arturo Iannotti; Serena Di Martino; Martina Di Bartolomeo; Jana Kučerová; Fabiana Piscitelli; Carsten T. Wotjak; Claudio D’Addario; Filippo Drago; Vincenzo Di Marzo
10.3390/w14172608,LSD,D1 receptor (DRD1),Effects of Environmentally Relevant Concentrations of Antipsychotic Drugs (Sulpiride and Clozapine) on Serotonergic and Dopaminergic Neurotransmitter Systems in Octopus Brain Tissue,2022,Xijian Peng; Xu Qiuxia; Yuanming Guo; Bo Zhang
10.1556/2054.2022.00230,Psilocybin,5-HT1B,"Effects of a single dose of psilocybin on cytokines, chemokines and leptin in rat serum",2022,Geoffrey M. Bove; David J. Mokler
10.1101/2022.11.24.517538,LSD,M3 muscarinic receptor (CHRM3),"Epilepsy-linked kinase CDKL5 phosphorylates voltage-gated calcium channel Cav2.3, altering inactivation kinetics and neuronal excitability",2022,Marisol Sampedro Castañeda; Lucas L. Baltussen; André T. Lopes; Yichen Qiu; Liina Sirvio; Simeon R. Mihaylov; Suzanne Claxton; Jill Richardson; Gabriele Lignani; Sila K. Ultanir
10.3390/brainsci12060687,LSD,5-HT2B,Immediate Early Gene c-fos in the Brain: Focus on Glial Cells,2022,Fernando Cruz-Mendoza; Fernando Jáuregui-Huerta; Adriana Aguilar-Delgadillo; Joaquı́n Garcı́a‐Estrada; Sonia Luquı́n
10.1111/bph.15996,DMT,5-HT2B,Improved PIEZO1 agonism through 4‐benzoic acid modification of Yoda1,2022,Gregory Parsonage; Kevin Cuthbertson; Naima Endesh; Nicoletta Murciano; Adam J. Hyman; Charlotte Revill; Oleksandr V. Povstyan; Eulashini Chuntharpursat‐Bon; Marjolaine Debant; Melanie J. Ludlow
10.1101/2022.12.05.519102,Psilocybin,D1 receptor (DRD1),Ketamine’s rapid antidepressant effects are mediated by Ca <sup>2+</sup> -permeable AMPA receptors in the hippocampus,2022,Anastasiya Zaytseva; Evelina Bouckova; McKennon J. Wiles; Madison H. Wustrau; Isabella G. Schmidt; Hadassah Mendez-Vazquez; Latika Khatri; Seonil Kim
10.3390/ijms23147550,LSD,SERT (SLC6A4),Modelling Autism Spectrum Disorder (ASD) and Attention-Deficit/Hyperactivity Disorder (ADHD) Using Mice and Zebrafish,2022,Godfried Dougnon; Hideaki Matsui
